Ignas              Pavardenis1 |   5  5  9  7  1  9  8  8  7  6 |   4 ; final points:  5.00
Irena              Pavardaite1 |   3 10  2  6  9  5 10 10  3  6 |   5 ; final points:  5.56
Ignas              Pavardenis8 |   4  4  2  4  9  4  6  7  3  6 |   6 ; final points:  5.56
Darius             Pavardenis7 |   8  2  2  1  5  7  1  6  1  1 |   7 ; final points:  5.56
Irena              Pavardaite1 |  10 10  6  8  9  9  8  8  4  7 |   4 ; final points:  5.56
Ignas              Pavardenis9 |   9  9  6  9  5  3 10  3  1  9 |   5 ; final points:  5.56
Irena              Pavardaite9 |   4  3 10  4  6  2  7  2  2  9 |   6 ; final points:  5.56
Jolanta            Pavardaite3 |   8  7  4  4  6  9  8  9  5  4 |   5 ; final points:  5.56
Alma               Pavardaite3 |   5  7  7  1  3  7  9 10  6  9 |   5 ; final points:  5.56
Alma               Pavardaite1 |   9  2  3  1  1  9  6  5  7  6 |   6 ; final points:  5.56
Irma               Pavardaite1 |   5  7  8  5  9  6  8  3  7  6 |   5 ; final points:  5.56
Jonas              Pavardenis3 |   5 10  4  9  2  6  9  6  4  9 |   5 ; final points:  5.56
Irena              Pavardaite2 |   7  7  3  3  7  4  4  5  7  2 |   6 ; final points:  5.56
Jonas              Pavardenis9 |   4  3  5  8  4  4  1  7  9  4 |   6 ; final points:  5.56
Simas              Pavardenis8 |   1  6 10  2  4  1  7  7  9  2 |   6 ; final points:  5.56
Alma               Pavardaite8 |   7  5  2  3  6  9  7  3  5  2 |   6 ; final points:  5.56
Alma               Pavardaite8 |   5  9 10  5 10  2  7  9  6  1 |   5 ; final points:  5.56
Irena             Pavardaite10 |   8  2  2  9  7  6  6  9  8  8 |   5 ; final points:  5.60
Alma               Pavardaite7 |   6  9  1  4  1  7  4  3  6  9 |   6 ; final points:  5.60
Alma               Pavardaite3 |  10  3  2  3 10  2  6 10  1  3 |   6 ; final points:  5.60
Jolanta            Pavardaite1 |   2 10  6  5  3  9  7  4  3  1 |   6 ; final points:  5.60
Alma               Pavardaite7 |   1  3  3  5  9  9 10  2  4  4 |   6 ; final points:  5.60
Jolanta            Pavardaite3 |   4  4  7  4 10  6  3  6  3  3 |   6 ; final points:  5.60
Alma               Pavardaite2 |   9 10  6  7  7  7  8  2  3  6 |   5 ; final points:  5.60
Jonas              Pavardenis5 |   9  7  9  7  7  4  5  3  8  6 |   5 ; final points:  5.60
Petras            Pavardenis10 |   3  9  7  5  8  6  1  2  6  3 |   6 ; final points:  5.60
Simas              Pavardenis8 |   4  2  6  1  8  8 10  4  6  1 |   6 ; final points:  5.60
Ignas              Pavardenis9 |   8  9  2  1  4  6  5 10 10 10 |   5 ; final points:  5.60
Jonas             Pavardenis10 |   2  6  1 10  5  8  4  6  1  7 |   6 ; final points:  5.60
Ignas              Pavardenis4 |   9  7  2  4 10  5  2  8 10  8 |   5 ; final points:  5.60
Irma               Pavardaite1 |   7  1  2  9  6  1 10  1  8  5 |   6 ; final points:  5.60
Petras             Pavardenis7 |   7  8  6 10  7  4  5 10  6  2 |   5 ; final points:  5.60
Irena              Pavardaite4 |   1  9  7  2  3  8  7  3  4  6 |   6 ; final points:  5.60
Petras             Pavardenis4 |   2  7  7 10 10 10  8  6  2  3 |   5 ; final points:  5.60
Irena              Pavardaite9 |   9  5 10  9  2  9  9  2  9  1 |   5 ; final points:  5.60
Irma               Pavardaite3 |   7  5  9  4  5 10  7  4 10  4 |   5 ; final points:  5.60
Petras             Pavardenis2 |   6 10  4  8  8  2  7  9  2  9 |   5 ; final points:  5.60
Simas              Pavardenis9 |   6  5  9  4  9  8  2 10  5  7 |   5 ; final points:  5.60
Irena              Pavardaite2 |   8  3  7  6  8  7  2  5  3  1 |   6 ; final points:  5.60
Ignas              Pavardenis1 |   9  2  6  1  7  9  1  6  5  4 |   6 ; final points:  5.60
Alma               Pavardaite1 |   2  7  8  8 10  4  3  1  5  2 |   6 ; final points:  5.60
Alma               Pavardaite7 |   4  2  4  1  4  1 10  2  2  5 |   7 ; final points:  5.60
Darius             Pavardenis5 |   1  9  4  4  2  1  4  9  6 10 |   6 ; final points:  5.60
Ignas              Pavardenis7 |   9  9  8  4  7  2  2  1  1  7 |   6 ; final points:  5.60
Ignas              Pavardenis2 |   7  3  2  6  6 10  7  8  7  9 |   5 ; final points:  5.60
Jolanta            Pavardaite6 |   1  6  5  7  6  1  6  1  9  8 |   6 ; final points:  5.60
Petras             Pavardenis3 |   4  6  7  5  4 10 10  8  4  7 |   5 ; final points:  5.60
Alma               Pavardaite3 |   7  9  1  1  8  5  6 10  1  2 |   6 ; final points:  5.60
Jonas              Pavardenis9 |  10  5  6  2  6  2  6  6  1  6 |   6 ; final points:  5.60
Egle               Pavardaite3 |   1  6  7 10  3  5  2  3  7  6 |   6 ; final points:  5.60
Darius             Pavardenis5 |   2  2  1  3  2  4  3  6 10  2 |   7 ; final points:  5.60
Darius             Pavardenis5 |   2 10  2  7  1  9  9  8 10  7 |   5 ; final points:  5.60
Irena              Pavardaite4 |   3  5  4  4  1  8  5 10  9  1 |   6 ; final points:  5.60
Irena              Pavardaite7 |   8  7  8  4  1  8 10  7  7  5 |   5 ; final points:  5.60
Ignas              Pavardenis9 |   1  8  8  7  3  7  2  2 10  2 |   6 ; final points:  5.60
Simas              Pavardenis4 |   7  2  3  5  8  6  4  4  5  6 |   6 ; final points:  5.60
Egle               Pavardaite8 |   9  4  1  4  8  5  2 10  5  2 |   6 ; final points:  5.60
Jolanta            Pavardaite5 |   8  9  9  5  3  9  6  5  3  8 |   5 ; final points:  5.60
Jonas              Pavardenis6 |   4  7 10  2  6  7  8  8  4  9 |   5 ; final points:  5.60
Jonas              Pavardenis7 |  10  8  6  9  2  4  7  7  8  4 |   5 ; final points:  5.60
Petras             Pavardenis5 |   9  7  8  8  8  8  9  9 10  4 |   4 ; final points:  5.60
Petras             Pavardenis2 |   5  4  3  2  3  5  2  6  4  1 |   7 ; final points:  5.60
Irena              Pavardaite5 |  10  5  4  6  6  9  6  9  4  6 |   5 ; final points:  5.60
Jonas              Pavardenis2 |   5  3  4 10  3  7  3  4  5  6 |   6 ; final points:  5.60
Ignas              Pavardenis7 |  10  3  4  5  2  5  1  9  2  9 |   6 ; final points:  5.60
Jonas              Pavardenis4 |   3  6  7  8  2  4 10  4  3  3 |   6 ; final points:  5.60
Jolanta            Pavardaite1 |   4  2  9  8  2  1  6  2  7  9 |   6 ; final points:  5.60
Irena              Pavardaite4 |   6  9 10 10  8  9 10  3  5 10 |   4 ; final points:  5.60
Ignas              Pavardenis5 |   3  8  1  5  7  9 10  9  5  9 |   5 ; final points:  5.64
Simas              Pavardenis4 |   2  9  2  9  3 10  5  6  2  3 |   6 ; final points:  5.64
Egle               Pavardaite1 |   9  7  3  5  9  6  7  2  8 10 |   5 ; final points:  5.64
Irena              Pavardaite3 |  10 10  2  5  8  9  4  4  5  9 |   5 ; final points:  5.64
Simas              Pavardenis2 |  10  1  6  4  3  2  3  7  5 10 |   6 ; final points:  5.64
Irena             Pavardaite10 |   7  3  1  8  1  8  7  3  4  9 |   6 ; final points:  5.64
Irma               Pavardaite3 |   6  1  9  7  8  1  4  6  7  2 |   6 ; final points:  5.64
Alma              Pavardaite10 |   9  2  5  1 10  5  4 10  1  4 |   6 ; final points:  5.64
Jolanta            Pavardaite9 |   3  3  9  4  5  6  5  6  7  3 |   6 ; final points:  5.64
Irma               Pavardaite2 |   9  7  3  3  4  2  4  8  8  3 |   6 ; final points:  5.64
Egle               Pavardaite5 |  10  2  1  6  1  2  2  6  5  1 |   7 ; final points:  5.64
Darius            Pavardenis10 |   9  5  7 10  1  5  9  3 10  7 |   5 ; final points:  5.64
Petras             Pavardenis6 |   7  8 10  3  2 10  9  7  1  9 |   5 ; final points:  5.64
Simas              Pavardenis3 |   9  2  8  8  4  7  1  1  4  7 |   6 ; final points:  5.64
Jonas              Pavardenis4 |   4  6 10  6  7  4  7 10  7  5 |   5 ; final points:  5.64
Irma               Pavardaite6 |   1  1  6  9  5  2  4  1  5  2 |   7 ; final points:  5.64
Irma               Pavardaite5 |   6  8  6  2  4  3  5  8  8  1 |   6 ; final points:  5.64
Ignas              Pavardenis3 |   1  7  5  3  3  6  9  6  8  3 |   6 ; final points:  5.64
Alma               Pavardaite2 |   2 10  2  3  1  6  9  1 10  7 |   6 ; final points:  5.64
Ignas              Pavardenis9 |   5 10  2  2  3  3  9  6  4  7 |   6 ; final points:  5.64
Alma               Pavardaite8 |   5  5  4 10  5  4  2  5  6  5 |   6 ; final points:  5.64
Irena              Pavardaite6 |   4  3  4  8  4  3  3 10  2 10 |   6 ; final points:  5.64
Egle               Pavardaite7 |   5  4  6  4 10  8  1  6  5  2 |   6 ; final points:  5.64
Irena              Pavardaite6 |   5  5  4  8  1 10  1  4  9  4 |   6 ; final points:  5.64
Alma               Pavardaite6 |   8 10  7 10  2 10  6  8  2  3 |   5 ; final points:  5.64
Jonas              Pavardenis9 |   1  3  2  8  6 10  2  6  3 10 |   6 ; final points:  5.64
Ignas             Pavardenis10 |   4 10  1  6  8  3  9 10  5 10 |   5 ; final points:  5.64
Darius             Pavardenis8 |  10  1 10  5  4 10  5 10  9  2 |   5 ; final points:  5.64
Ignas              Pavardenis1 |  10  9  2  5  5  3 10  6  9  7 |   5 ; final points:  5.64
Irena              Pavardaite1 |   4  5  5  4  8  1  6  8  4  6 |   6 ; final points:  5.64
Egle               Pavardaite9 |   6  4  6  2  4 10  9  1  5  4 |   6 ; final points:  5.64
Irma               Pavardaite5 |   6  9  3  9  3  9  2  3  2  5 |   6 ; final points:  5.64
Simas              Pavardenis3 |   6  5  6  6  1  2 10  6  4  5 |   6 ; final points:  5.64
Simas             Pavardenis10 |   9 10  7  5  5  9 10  9  7 10 |   4 ; final points:  5.64
Alma               Pavardaite5 |   9  9  3  3  6 10  5  8  7  6 |   5 ; final points:  5.64
Ignas              Pavardenis2 |   7  7 10  2  8  1 10 10  6  5 |   5 ; final points:  5.64
Petras             Pavardenis3 |   2  4  8  1  2  8  4  7  7  8 |   6 ; final points:  5.64
Ignas             Pavardenis10 |   6  3  5  5  6  1  2  5  8 10 |   6 ; final points:  5.64
Alma               Pavardaite8 |   2 10  9  2  8  3  7  4  5  1 |   6 ; final points:  5.64
Darius             Pavardenis1 |   9  1  5  4  9  5  7  5  5  1 |   6 ; final points:  5.64
Ignas              Pavardenis8 |   9  7  5  3  5  3 10  2  3  4 |   6 ; final points:  5.64
Jonas              Pavardenis4 |   8  4  8  1  5  5  9  1  2  8 |   6 ; final points:  5.64
Ignas              Pavardenis2 |   2  9  8  9  8  1  7 10  7  5 |   5 ; final points:  5.64
Egle               Pavardaite8 |   1  7  6  6  4  8  8  6 10 10 |   5 ; final points:  5.64
Egle               Pavardaite1 |   2  6 10  2  7  8  4  6  2  4 |   6 ; final points:  5.64
Irma               Pavardaite6 |   3  1  4  5  6  7  4 10  8  3 |   6 ; final points:  5.64
Ignas              Pavardenis8 |   2  5  5  4  3  8  2  2  1  4 |   7 ; final points:  5.64
Alma               Pavardaite5 |   9  7  1  6  2  3  8  7  6  2 |   6 ; final points:  5.64
Irma               Pavardaite1 |   1 10 10  8  3  7  3  1  2  6 |   6 ; final points:  5.64
Darius             Pavardenis8 |   1  7  1  6  2  1  2  6  1  9 |   7 ; final points:  5.64
Irma               Pavardaite4 |   1  3  4  4  8 10  9 10 10  7 |   5 ; final points:  5.64
Jonas              Pavardenis5 |  10  8  3  1  8  2  9  9  8  8 |   5 ; final points:  5.64
Irena              Pavardaite5 |   1  6  2 10 10  3  6 10  1  2 |   6 ; final points:  5.64
Darius            Pavardenis10 |   1  8  7  4  1  5  5  9  2  9 |   6 ; final points:  5.64
Petras             Pavardenis8 |   9  9  5  8  2  9 10  3  7  4 |   5 ; final points:  5.64
Jolanta            Pavardaite7 |   4  5  8  3  8  2  5 10  1  5 |   6 ; final points:  5.64
Ignas              Pavardenis6 |   7  6  5  7  7  4  8  5  1  1 |   6 ; final points:  5.64
Simas              Pavardenis9 |   5  8  2  1 10  4  3  6 10  2 |   6 ; final points:  5.64
Irena              Pavardaite1 |   1  1 10  7  1  3  4  2  3  4 |   7 ; final points:  5.64
Egle               Pavardaite3 |   6  8  1  2  6  9  8  3  4  4 |   6 ; final points:  5.64
Ignas              Pavardenis3 |   5  5  3  2  2  1  9  1  4  4 |   7 ; final points:  5.64
Irena              Pavardaite7 |   8  1  5  9  8  3  7  3  6  1 |   6 ; final points:  5.64
Ignas              Pavardenis5 |   7 10  1  6  2  7  6  4  2  6 |   6 ; final points:  5.64
Petras             Pavardenis1 |   9  5  3  4  6  3  5  8  2  6 |   6 ; final points:  5.64
Jonas              Pavardenis3 |   8  3  7  5  7  2  1  4  4 10 |   6 ; final points:  5.64
Darius            Pavardenis10 |   6  1  4  1  6 10  9  2  4  9 |   6 ; final points:  5.68
Jonas              Pavardenis7 |   3  9 10  1  5  1  3  7  3 10 |   6 ; final points:  5.68
Jolanta            Pavardaite7 |   2  7  6  8  5  5  8  3  3  5 |   6 ; final points:  5.68
Petras             Pavardenis2 |   2 10  4  9  6  5 10  7 10  4 |   5 ; final points:  5.68
Irena              Pavardaite3 |   8  3  9  5 10 10  2  8  7  5 |   5 ; final points:  5.68
Ignas              Pavardenis3 |  10  6  5  8  5  5  2  2  1  8 |   6 ; final points:  5.68
Irma               Pavardaite2 |   7 10  9 10  8  4  1  5  3 10 |   5 ; final points:  5.68
Darius             Pavardenis7 |   8  5 10  3  6  8  8  8  6  5 |   5 ; final points:  5.68
Jonas              Pavardenis6 |   2  4  7  5  2  4 10  3  6  9 |   6 ; final points:  5.68
Petras             Pavardenis5 |   1 10  2  1  4  8  7  5  6  8 |   6 ; final points:  5.68
Ignas              Pavardenis9 |   3  1  3 10  4  1  5  1  7  2 |   7 ; final points:  5.68
Egle               Pavardaite2 |   4  2  1  1  7  9  6  3  9 10 |   6 ; final points:  5.68
Petras             Pavardenis5 |   7  9  8  2  4  3  9 10  8  7 |   5 ; final points:  5.68
Simas              Pavardenis3 |   1  7  2  3  6  9  1  7  9  7 |   6 ; final points:  5.68
Jonas              Pavardenis3 |   7  5 10  6  9  7 10  7  2  4 |   5 ; final points:  5.68
Jolanta            Pavardaite3 |   3  6  2  9  1 10  4  5  2 10 |   6 ; final points:  5.68
Irma              Pavardaite10 |   1  7  4  5  7  7  5  5  9  2 |   6 ; final points:  5.68
Ignas              Pavardenis9 |   7  1  1  2  4  4  3  2  8  5 |   7 ; final points:  5.68
Ignas              Pavardenis7 |   7  8  6  3  4  4  7  1  8  4 |   6 ; final points:  5.68
Darius            Pavardenis10 |   8  4  4  8  9  1  4  7  6  1 |   6 ; final points:  5.68
Darius             Pavardenis5 |   6  1  5  9  7  1  2  8  4  9 |   6 ; final points:  5.68
Egle               Pavardaite3 |   9 10 10  8  3  5  3  5  5  9 |   5 ; final points:  5.68
Simas              Pavardenis1 |   9  3  7  9  6  7  7  6  5  8 |   5 ; final points:  5.68
Simas              Pavardenis6 |   8  8 10  9  9  3  6  8  2  4 |   5 ; final points:  5.68
Jolanta            Pavardaite6 |   1 10  9  6  1 10  2  6  6  1 |   6 ; final points:  5.68
Simas             Pavardenis10 |   3  1  3  8  1  3  6  3  6  3 |   7 ; final points:  5.68
Irena              Pavardaite2 |  10  6  2  1  9  1  8  9  1  5 |   6 ; final points:  5.68
Simas              Pavardenis9 |   5  9 10  8  3  1  1  6  4  5 |   6 ; final points:  5.68
Petras             Pavardenis8 |   2  7  8  5 10  3  4  5  2  6 |   6 ; final points:  5.68
Simas              Pavardenis5 |   1  5  8  5  4  9  1  1  1  2 |   7 ; final points:  5.68
Alma               Pavardaite4 |   6 10  2  9  2  9  5  7  9  8 |   5 ; final points:  5.68
Petras             Pavardenis1 |   5  3  3  6  6  1  8  7  7  6 |   6 ; final points:  5.68
Irma               Pavardaite9 |   1  3  7  8 10  5  2  8  7  1 |   6 ; final points:  5.68
Petras             Pavardenis5 |   6  6  6  1  4  9  5  3  6  6 |   6 ; final points:  5.68
Darius             Pavardenis8 |   7  6  5  3  8  8  3  3  8  1 |   6 ; final points:  5.68
Jonas              Pavardenis7 |   4 10  2  1  9  5  7 10  2  2 |   6 ; final points:  5.68
Irena              Pavardaite4 |   5  1  5  3  5  4  3  1  3  7 |   7 ; final points:  5.68
Egle               Pavardaite1 |   7 10  4  4  9  4  4  6  3  1 |   6 ; final points:  5.68
Egle               Pavardaite9 |   3  4  3 10  5  4  7  4  2 10 |   6 ; final points:  5.68
Egle               Pavardaite3 |   5  7  4  9  7  9  4  3  9 10 |   5 ; final points:  5.68
Jolanta            Pavardaite8 |   1  1  7  1  1  9  9  5 10  8 |   6 ; final points:  5.68
Simas              Pavardenis6 |   3  2  2  3  3 10  5  1  5  3 |   7 ; final points:  5.68
Petras             Pavardenis7 |   7  5 10  1 10  2  8  7  8  9 |   5 ; final points:  5.68
Jolanta           Pavardaite10 |   4  4  4 10  4  7  4  3 10  2 |   6 ; final points:  5.68
Jolanta            Pavardaite6 |   8  2  3  5  3  7  3  4  8  9 |   6 ; final points:  5.68
Irma               Pavardaite9 |   6  3 10  4  8  4  9  8  7  8 |   5 ; final points:  5.68
Alma               Pavardaite5 |   9  9  3  9  9  3  1  1  6  2 |   6 ; final points:  5.68
Darius             Pavardenis8 |   8  2  5  8  2  8  2  1  9  7 |   6 ; final points:  5.68
Irma               Pavardaite3 |   8  8  8  9  9  6  2  7  3  7 |   5 ; final points:  5.68
Egle               Pavardaite4 |   5  6  4  6  9  9  9  9  2  8 |   5 ; final points:  5.68
Darius             Pavardenis3 |   6  6  5 10  9  7  5  5  9  5 |   5 ; final points:  5.68
Jolanta            Pavardaite7 |   5  6  5  4  2  9  1  4  7  9 |   6 ; final points:  5.68
Petras             Pavardenis5 |   1  8  5 10  8  1  7  2  2  8 |   6 ; final points:  5.68
Simas              Pavardenis5 |   2  3 10  9  2  5  9  6  5  1 |   6 ; final points:  5.68
Ignas              Pavardenis1 |  10  8  1  2  5  8  3  4  2  9 |   6 ; final points:  5.68
Alma               Pavardaite7 |  10  1 10  5  9  6  2  4  1  4 |   6 ; final points:  5.68
Petras             Pavardenis9 |   8 10  3  2  4  1  8  4  7  5 |   6 ; final points:  5.68
Egle              Pavardaite10 |   4  8  3 10  9  2  1  8  4  3 |   6 ; final points:  5.68
Irena              Pavardaite2 |   6  5  4  9  9  6  2  9  1  1 |   6 ; final points:  5.68
Petras             Pavardenis9 |  10  8  8 10  4  9  5 10  2  1 |   5 ; final points:  5.68
Petras             Pavardenis2 |   6  2  5  7  4  8 10  8  1  1 |   6 ; final points:  5.68
Irma               Pavardaite5 |   6  2  9  3  9  4  4  5  8  2 |   6 ; final points:  5.68
Jolanta            Pavardaite1 |   1  8  7  5  2  3  4  6  6 10 |   6 ; final points:  5.68
Ignas             Pavardenis10 |   3  2  2  2  9  8  7  9  2  8 |   6 ; final points:  5.68
Petras             Pavardenis3 |   1  8  4 10  6  7  2  7  5  2 |   6 ; final points:  5.68
Simas              Pavardenis8 |   3  4  4  2  1  6  5  3  6  4 |   7 ; final points:  5.72
Darius             Pavardenis3 |   7  8 10  2  6  9  5  9 10  2 |   5 ; final points:  5.72
Jolanta            Pavardaite8 |   5  8  9  2  6  7  7  5  3  1 |   6 ; final points:  5.72
Irma               Pavardaite8 |   8  8  2  3  1  1  9  9  4  8 |   6 ; final points:  5.72
Egle               Pavardaite1 |   8  3  5  9  8  6  2  2  9  1 |   6 ; final points:  5.72
Ignas              Pavardenis7 |   4  5  8  3  6  9  4  4  3  7 |   6 ; final points:  5.72
Jonas              Pavardenis3 |  10 10  4  3  3  9  9 10  3  7 |   5 ; final points:  5.72
Ignas              Pavardenis2 |   8  4  6  6  6  3  4  3 10  3 |   6 ; final points:  5.72
Darius             Pavardenis3 |   8  4  6  6 10  1  2  7  8  1 |   6 ; final points:  5.72
Petras             Pavardenis1 |   4  4  1  3  5  5  5  4  3  4 |   7 ; final points:  5.72
Simas              Pavardenis5 |   1  5  9  4  3  9  9  3  3  7 |   6 ; final points:  5.72
Jonas              Pavardenis8 |   1 10  6  2  4  8  3  7 10  2 |   6 ; final points:  5.72
Egle               Pavardaite5 |   4  3  4  1  4  8  7  2  1  4 |   7 ; final points:  5.72
Alma              Pavardaite10 |   1  2  5  8  5  1  1  7  4  4 |   7 ; final points:  5.72
Petras             Pavardenis4 |   6  6  8  5  2  2  9  3  6  6 |   6 ; final points:  5.72
Irma               Pavardaite8 |   7  9  9  4  4  4  1  5  5  5 |   6 ; final points:  5.72
Irma               Pavardaite8 |  10  1  9  1  9  8  2  2  5  6 |   6 ; final points:  5.72
Simas              Pavardenis7 |   7  4  6  3  9  7 10  9  6  7 |   5 ; final points:  5.72
Petras             Pavardenis2 |   3  7  7  1  6  4  4  2  3  1 |   7 ; final points:  5.72
Irma               Pavardaite1 |   7  5  5  6  7  5  3  4  1 10 |   6 ; final points:  5.72
Ignas              Pavardenis5 |   9  1  9  1  1  1  6  1  2  7 |   7 ; final points:  5.72
Petras             Pavardenis3 |  10 10  6  9  3  2  2  9  8  9 |   5 ; final points:  5.72
Jolanta            Pavardaite2 |   4  2  8  4  8  7  4  6  4  6 |   6 ; final points:  5.72
Simas              Pavardenis7 |   4  3  8  1 10  8  3  9  4  3 |   6 ; final points:  5.72
Ignas              Pavardenis3 |   2  9  6  2 10  2  7  6  6  3 |   6 ; final points:  5.72
Jolanta            Pavardaite9 |   3  8  4  5  1  8  5  7  2 10 |   6 ; final points:  5.72
Jonas              Pavardenis3 |  10  2  1  4  7  5  8  2  7  7 |   6 ; final points:  5.72
Darius             Pavardenis7 |   5  1  3  3  6  6  3  1  2  8 |   7 ; final points:  5.72
Jolanta            Pavardaite7 |   7  5  3  5  7  4  1  9  5  7 |   6 ; final points:  5.72
Simas              Pavardenis8 |   7  2  2 10  7  8  8  1  1  7 |   6 ; final points:  5.72
Irena              Pavardaite2 |   6 10  4  4  3 10  8 10  5  8 |   5 ; final points:  5.72
Irena              Pavardaite3 |   5  8  1  6  7  1  9  8  1  7 |   6 ; final points:  5.72
Alma               Pavardaite5 |   1  8  1  5  2  5  2  6  2  6 |   7 ; final points:  5.72
Jolanta            Pavardaite6 |   7  7  9  6 10  1  1 10  1  1 |   6 ; final points:  5.72
Jonas              Pavardenis3 |   6  7  7  5  7  4  1  1  7  8 |   6 ; final points:  5.72
Irena              Pavardaite1 |   9  8 10  2  5  7  8 10  4  5 |   5 ; final points:  5.72
Irma               Pavardaite4 |   6  4  6  5  4  3 10  3  3  9 |   6 ; final points:  5.72
Simas              Pavardenis5 |   8  8  5  6  6  4  8  1  1  6 |   6 ; final points:  5.72
Egle               Pavardaite8 |   4  3  4  8  9  4  2  5 10  4 |   6 ; final points:  5.72
Simas              Pavardenis3 |   1  8  1  8  7  8  1 10  8  1 |   6 ; final points:  5.72
Alma               Pavardaite2 |   1  8  5 10  4  1  6  8  1  9 |   6 ; final points:  5.72
Irena              Pavardaite1 |   2  1  4  2  7  5  3  7  4  3 |   7 ; final points:  5.72
Jolanta            Pavardaite6 |   3  2 10  8  5  2  5  6  6  6 |   6 ; final points:  5.72
Ignas              Pavardenis4 |   1  6  1  9  7  8  8  1  9  3 |   6 ; final points:  5.72
Simas              Pavardenis6 |   8  8  4  8  5  4  6  1  4  5 |   6 ; final points:  5.72
Ignas              Pavardenis6 |   8  6  4  5  2  6  9  9 10  9 |   5 ; final points:  5.72
Irena              Pavardaite6 |   2  5  9  7  9  5  4  3  2  7 |   6 ; final points:  5.72
Alma               Pavardaite7 |  10  9  4  1  7  5  2  2  3 10 |   6 ; final points:  5.72
Darius             Pavardenis1 |   7  9  4  5 10  8  5  4  8  8 |   5 ; final points:  5.72
Irena              Pavardaite2 |   6 10  2  2  7  3  3  7 10  3 |   6 ; final points:  5.72
Irena              Pavardaite3 |   9  2  2 10  9  3  8 10  6  9 |   5 ; final points:  5.72
Irena              Pavardaite4 |   1 10  6  9  1  1  9  6  5  5 |   6 ; final points:  5.72
Jolanta            Pavardaite7 |   7  8  7  3  6  7  1  3  2  9 |   6 ; final points:  5.72
Irena              Pavardaite9 |   6  1  9  6  1  1  2  3  4  5 |   7 ; final points:  5.72
Irma               Pavardaite7 |   9  5  1  6  3  7  9  6  4  3 |   6 ; final points:  5.72
Simas              Pavardenis9 |   2  6  2  4 10  3  3  7 10  6 |   6 ; final points:  5.72
Darius             Pavardenis2 |   3  2  2  3  3  2 10 10  8 10 |   6 ; final points:  5.72
Irena              Pavardaite3 |   5  1  8  5  6  6  1  9  2 10 |   6 ; final points:  5.72
Petras             Pavardenis8 |   8  7 10  5  6  9 10  3  4  6 |   5 ; final points:  5.72
Jonas              Pavardenis8 |   1  8  7  8  6  8  3  8  2  2 |   6 ; final points:  5.72
Irma               Pavardaite8 |   8  7  7  3  2  2  5  1  1  2 |   7 ; final points:  5.72
Simas              Pavardenis8 |   6  8  3  3  3  6  4  7  6  7 |   6 ; final points:  5.72
Irena              Pavardaite4 |   3  7  6  8  8  4  5  3  8  1 |   6 ; final points:  5.72
Simas              Pavardenis2 |   2  1  5  6  6  5  5  7 10  6 |   6 ; final points:  5.72
Jonas              Pavardenis5 |   8  9  7  1  1  8  1  7  5  6 |   6 ; final points:  5.72
Jonas             Pavardenis10 |   4  1  6  8  7  2  4  2  2  2 |   7 ; final points:  5.72
Alma               Pavardaite2 |   2  5  8  4  7  5  6  3  9  4 |   6 ; final points:  5.72
Alma               Pavardaite4 |   5  7  8  4  6  7  2  2  8  4 |   6 ; final points:  5.72
Alma               Pavardaite4 |  10  6  4  1  8  6  4  8  3  3 |   6 ; final points:  5.72
Simas              Pavardenis4 |   2  6  3  4  4  9  6  5  8  6 |   6 ; final points:  5.72
Darius             Pavardenis6 |   7  3  8  7  4  1  6  7  4  6 |   6 ; final points:  5.72
Jonas              Pavardenis2 |   4  9  1  5  3  8  3  9  9  2 |   6 ; final points:  5.72
Ignas              Pavardenis1 |   3  2  1  5  4  3  6  8  3  3 |   7 ; final points:  5.72
Egle               Pavardaite4 |   7  2  1  4  6  9 10  6  6  2 |   6 ; final points:  5.72
Petras             Pavardenis7 |   8  5  3  1  6  4  7  5  4 10 |   6 ; final points:  5.72
Irena              Pavardaite3 |   5  2  2  7  9  1  1  3  5  3 |   7 ; final points:  5.72
Jonas              Pavardenis3 |   5 10  8  5 10  2  9 10  7  2 |   5 ; final points:  5.72
Irma               Pavardaite2 |   7  5  5  4  2  6  5 10  3  7 |   6 ; final points:  5.76
Simas              Pavardenis5 |   4  9 10  9  2  5  3  2  8  2 |   6 ; final points:  5.76
Ignas              Pavardenis3 |   4  9  2 10 10 10  5  5  5  9 |   5 ; final points:  5.76
Ignas              Pavardenis9 |   9  3  8  5  7  5  6  9  7 10 |   5 ; final points:  5.76
Alma               Pavardaite9 |   7  1  6  2 10  6  1 10  3  8 |   6 ; final points:  5.76
Irma               Pavardaite9 |   6  2  2  1  8  3 10  9  4  9 |   6 ; final points:  5.76
Darius             Pavardenis5 |   3  5  4  3  9 10 10  3  1  6 |   6 ; final points:  5.76
Alma              Pavardaite10 |   2  8  2  3  7  6  7 10  6  3 |   6 ; final points:  5.76
Petras             Pavardenis1 |   8  5  7  1 10  7  5  7  1  3 |   6 ; final points:  5.76
Ignas              Pavardenis7 |   2  3  2 10  2  3  6  1  8  2 |   7 ; final points:  5.76
Irma              Pavardaite10 |   9 10  2 10  5  9  9  3  3  9 |   5 ; final points:  5.76
Alma               Pavardaite4 |   6  3  6  2  6  4  4  3  1  4 |   7 ; final points:  5.76
Alma               Pavardaite1 |   4 10  1  2  2 10  7  7  3  8 |   6 ; final points:  5.76
Petras             Pavardenis8 |   1  7  9  2  7  8  9  8  9  9 |   5 ; final points:  5.76
